Date,Overall Rating,Textual Review,matched_conditions,similarity_scores
5/15/2023,3.0,"I took this medicine for 2.5 years after having hallucinations, hearing stuff, extreme paranoia and extreme raging episodes. It didn't help at all in the beginning but somewhere in the middle it helped a bit and then it stopped helping lol. Im diagnosed with borderline personality disorder which can give ""psychotic"" symptoms due to extreme emotions so i guess they thought it would help my extreme raging episodes, which it didn't. I got taken off the medicine about 6 months ago due to 2 physical ... illnesses i have, one being pcos. Nth really changed but i hardcore hallucinated and heard stuff this one night, more than usual. But that could be bc i was in an extreme physical stress state bc i got broken up with. In conclusion, its useless ??  Read More Read Less  1Report this post","['Posttraumatic Stress Disorder', 'Psychotic Disorder']","[0.1222545609730702, 0.1222545609730702]"
5/15/2023,1.0,My 7 year old took this medication for 2 days and is neck started to bother him at school.  The teacher dismissed him by the time me got home it was really hurting bad. I took him to the ER. but the time me got there he was dropped face on one side hard to talk and drooling and in pain. Never again will we take this.  1Report this post,[],[]
5/15/2023,1.0,My 7 year old took this medication for 2 days and is neck started to bother him at school.  The teacher dismissed him by the time me got home it was really hurting bad. I took him to the ER. but the time me got there he was dropped face on one side hard to talk and drooling and in pain. Never again will we take this.  1Report this post,[],[]
4/29/2023,4.0,"I've been on abilify before and recently went on it again. I've noticed people in reviews talking about being restless and I did experience some of that this second time but my Dr put me on a low dose of propranolol to counter it and that fixed it. Abilify really helps my depression and OCD. I can think clearer and it makes me more calm. I have major depression with psychotic tendencies and it helps with my hallucinations and paranoia as well. :) I do want to eat a lot but I learned the first ti... me to pack little healthy snacks and drink plenty of water and it helps curb it some,plus exercise.   Read More Read Less  1Report this post","['Psychotic Depression', 'Major Depression', 'Depression']","[0.17739601364034957, 0.15876886528596756, 0.12828988299810343]"
4/29/2023,4.0,"I've been on abilify before and recently went on it again. I've noticed people in reviews talking about being restless and I did experience some of that this second time but my Dr put me on a low dose of propranolol to counter it and that fixed it. Abilify really helps my depression and OCD. I can think clearer and it makes me more calm. I have major depression with psychotic tendencies and it helps with my hallucinations and paranoia as well. :) I do want to eat a lot but I learned the first ti... me to pack little healthy snacks and drink plenty of water and it helps curb it some,plus exercise.   Read More Read Less  1Report this post","['Psychotic Depression', 'Major Depression', 'Depression']","[0.17739601364034957, 0.15876886528596756, 0.12828988299810343]"
4/28/2023,1.0,I was on the Abilify injection monthly for like 4 years. It made me put on so weight that I had never gained in my lifetime. It has steroids in it. I finally got off of in summer of 2020.1Report this post,['Long-Acting Injection'],[0.27495950561289456]
4/28/2023,1.0,I was on the Abilify injection monthly for like 4 years. It made me put on so weight that I had never gained in my lifetime. It has steroids in it. I finally got off of in summer of 2020.1Report this post,['Long-Acting Injection'],[0.27495950561289456]
4/4/2023,2.3,I never wanted to be on these meds and they have made me more suicidal and they have not helped. they make me feel tired all the time. it feels like my eyes are coming out of my head sometimes. i just dont feel real and this med makes me feel 10 times worse1Report this post,[],[]
4/4/2023,2.3,I never wanted to be on these meds and they have made me more suicidal and they have not helped. they make me feel tired all the time. it feels like my eyes are coming out of my head sometimes. i just dont feel real and this med makes me feel 10 times worse1Report this post,[],[]
3/30/2023,1.3,"It made me paranoid, cry for no reason, very anxious and have weird scary thoughts1Report this post",[],[]
3/30/2023,1.3,"It made me paranoid, cry for no reason, very anxious and have weird scary thoughts1Report this post",[],[]
3/28/2023,2.3,"I was put on this medication when i was diagnosed with depression, anxiety and anorexia. I started on 1mg and went up to 10mg. I stayed on 10mg for a year and that was the worst year of my life. I struggled with binge eating - gained 60lbs in under a year, spent money recklessly, felt suicidal but didnt have the energy to act on it, was tired, had no motivation to do things and became very impulsive with self harm. The day i chose to stop taking it is what i think of the best day of my life. Aft... er i stopped taking it, i was told by the pyschatrist that 40% of people he prescribes it to has had an issue with compulsive/impulsive behaviours such as binge eating, gambling, excessive spending. If it works for you im glad, but please be aware of it. If you experience any behaviours that are not normal to you, talk to your dr about it and mention that you are on this drug.   Read More Read Less  1Report this post",['Eating Disorders'],[0.13822165113973203]
3/28/2023,2.3,"I was put on this medication when i was diagnosed with depression, anxiety and anorexia. I started on 1mg and went up to 10mg. I stayed on 10mg for a year and that was the worst year of my life. I struggled with binge eating - gained 60lbs in under a year, spent money recklessly, felt suicidal but didnt have the energy to act on it, was tired, had no motivation to do things and became very impulsive with self harm. The day i chose to stop taking it is what i think of the best day of my life. Aft... er i stopped taking it, i was told by the pyschatrist that 40% of people he prescribes it to has had an issue with compulsive/impulsive behaviours such as binge eating, gambling, excessive spending. If it works for you im glad, but please be aware of it. If you experience any behaviours that are not normal to you, talk to your dr about it and mention that you are on this drug.   Read More Read Less  1Report this post",['Eating Disorders'],[0.13822165113973203]
